loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,title,inq_last_6mths,revol_bal,total_pymnt,total_rec_late_fee,last_pymnt_amnt,acc_open_past_24mths,delinq_amnt,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,loan_condition
11200, 60 months,22.35,311.57,D,D5,nan,OWN,113750,Debt consolidation,0,21390,602.28,0,311.57,2,0,0,50600,30810,19500,10000,1
9000, 36 months,15.02,312.08,C,C3,1 year,RENT,75000,Credit card refinancing,0,8536,616.66,0,312.08,4,0,0,60721,47647,14100,42121,1
6000, 36 months,10.72,195.64,B,B2,10+ years,MORTGAGE,40000,Debt consolidation,0,6731,385.92,0,195.64,1,0,0,87300,6731,2200,0,1
16000, 36 months,15.02,554.81,C,C3,7 years,RENT,215000,Vacation,3,3943,1089.59,0,554.81,31,0,0,156273,39077,78500,56924,1
10000, 36 months,10.72,326.07,B,B2,3 years,MORTGAGE,57000,Other,0,2662,643.21,0,326.07,9,0,0,46828,31174,13700,27928,1
14000, 36 months,15.02,485.46,C,C3,2 years,RENT,56000,Debt consolidation,0,5251,953.4,0,485.46,5,0,0,42365,28929,8400,25165,1
35000, 36 months,7.56,1089.69,A,A3,10+ years,RENT,176188,Debt consolidation,3,24040,2157.33,0,1089.69,11,0,0,185813,83952,69600,102613,1
6000, 36 months,8.81,190.27,A,A5,1 year,MORTGAGE,70000,Debt consolidation,2,4860,376.14,0,190.27,2,0,0,156513,32591,20100,44768,1
40000, 60 months,11.8,885.75,B,B4,10+ years,OWN,189000,Debt consolidation,3,27545,1732.17,0,885.75,6,0,0,602777,186089,114700,183521,1
5000, 36 months,11.8,165.6,B,B4,10+ years,RENT,48000,Other,1,2988,326.28,0,165.6,7,0,0,20800,7263,10200,5000,1
9000, 36 months,17.97,325.24,D,D1,4 years,OWN,86000,Debt consolidation,0,12845,637,0,325.24,5,0,0,209718,165202,6800,175218,1
6000, 36 months,17.97,216.83,D,D1,2 years,MORTGAGE,109288,Other,0,20891,424.68,0,216.83,5,0,0,351482,130057,16800,128382,1
12500, 60 months,20.89,337.4,D,D4,10+ years,MORTGAGE,62000,Home improvement,2,2366,653.04,0,337.4,6,0,0,239755,43360,1100,49811,1
5000, 36 months,10.72,163.04,B,B2,9 years,RENT,48000,Moving and relocation,0,3302,321.61,0,163.04,5,0,0,41005,23696,800,21605,1
16000, 60 months,14.47,376.21,C,C2,< 1 year,MORTGAGE,120000,Credit card refinancing,0,54199,746,0,376.21,2,0,0,446175,85963,54200,58775,1
8400, 36 months,10.33,272.35,B,B1,nan,RENT,16092,Credit card refinancing,0,5006,301.28,0,308.51,3,0,0,22400,7307,11800,7000,1
10500, 36 months,8.81,332.97,A,A5,10+ years,MORTGAGE,105000,Debt consolidation,1,21486,673.65,0,332.97,6,0,0,366092,213338,0,216132,1
30000, 60 months,8.81,619.99,A,A5,10+ years,MORTGAGE,55000,Debt consolidation,0,24560,1217.96,0,619.99,2,0,0,238050,24560,73700,0,1
10000, 60 months,20.89,269.92,D,D4,10+ years,MORTGAGE,40816.3,Home improvement,0,906,522.43,0,269.92,5,0,0,127560,57608,0,55264,1
2600, 36 months,12.98,87.58,B,B5,10+ years,MORTGAGE,53000,Home improvement,2,11183,166.86,0,82.09,8,0,0,196895,38046,23700,35379,1
40000, 60 months,10.72,864.13,B,B2,5 years,RENT,68159,Debt consolidation,0,5505,828.4,0,864.13,4,0,0,21300,5505,18900,0,1
5800, 36 months,19.92,215.32,D,D3,2 years,RENT,24000,Debt consolidation,1,8302,392.13,0,215.32,3,0,0,29305,13601,6600,15705,1
4550, 36 months,20.89,171.17,D,D4,8 years,MORTGAGE,52340,Debt consolidation,0,8320,334.42,0,171.17,9,0,0,305616,36706,40800,43137,1
40000, 60 months,10.33,856.4,B,B1,10+ years,MORTGAGE,1123100,Debt consolidation,2,1049095,1678.37,0,856.4,2,0,0,2120830,1077617,53200,157630,1
12000, 60 months,10.72,259.24,B,B2,10+ years,MORTGAGE,100000,Credit card refinancing,1,28119,507.76,0,259.24,9,0,0,260587,64430,65400,41587,1
1800, 36 months,13.56,61.14,C,C1,nan,MORTGAGE,54446,Home improvement,3,7562,1802.716,0,1804.75,6,0,0,196412,30525,14500,54298,1
19000, 36 months,15.02,658.83,C,C3,2 years,MORTGAGE,85500,Credit card refinancing,0,33868,1293.88,0,658.83,2,0,0,323287,78712,29800,64965,1
25000, 60 months,10.33,535.25,B,B1,3 years,MORTGAGE,80000,Debt consolidation,0,3570,1048.98,0,535.25,7,0,0,485039,3570,30500,0,1
36000, 60 months,10.72,777.71,B,B2,5 years,MORTGAGE,75000,Debt consolidation,0,24057,1523.26,0,777.71,3,0,0,520284,57143,29900,32416,1
15000, 60 months,19.92,396.75,D,D3,3 years,MORTGAGE,74200,Debt consolidation,2,13253,768.6,0,396.75,13,0,0,326739,58974,15900,61952,1
18000, 36 months,11.8,596.14,B,B4,2 years,MORTGAGE,88000,Other,0,218,1174.58,0,596.14,12,0,0,161750,9955,12000,11150,1
19200, 36 months,10.72,626.05,B,B2,5 years,MORTGAGE,80000,Debt consolidation,2,8774,1234.95,0,626.05,5,0,0,57591,37630,15100,35191,1
6600, 36 months,6.46,202.17,A,A1,2 years,MORTGAGE,53000,Debt consolidation,0,5625,400.79,0,202.17,1,0,0,125970,26848,6900,20882,1
7000, 36 months,14.47,240.85,C,C2,nan,RENT,104000,Business,1,17527,473.26,0,240.85,3,0,0,467038,63689,18900,67923,1
10000, 36 months,11.8,331.19,B,B4,9 years,RENT,66504,Debt consolidation,0,7975,347.59,0,357.42,1,0,0,17043,15437,6500,8543,1
40000, 60 months,8.81,826.66,A,A5,5 years,MORTGAGE,166250,Debt consolidation,0,58941,1623.95,0,826.66,4,0,0,721265,152005,115600,162804,1
33500, 36 months,10.33,1086.15,B,B1,2 years,MORTGAGE,67548,Debt consolidation,0,1568,2143.46,0,1086.15,9,0,0,145823,51094,4100,58000,1
14000, 60 months,18.94,362.71,D,D2,2 years,RENT,50000,Credit card refinancing,1,4371,703.32,0,362.71,0,0,0,11200,4371,8400,0,1
16000, 60 months,8.19,325.88,A,A4,10+ years,OWN,85000,Debt consolidation,1,9187,619,0,325.88,2,0,0,66172,35231,18700,26672,1
16000, 60 months,13.56,368.66,C,C1,10+ years,MORTGAGE,103961,Credit card refinancing,0,25858,719.24,0,368.66,0,0,0,235597,46538,14000,34360,1
14775, 60 months,27.27,453.55,E,E5,7 years,MORTGAGE,23242,Debt consolidation,1,0,873.52,0,453.55,2,0,0,129217,12525,2500,15500,1
24675, 60 months,11.8,546.4,B,B4,10+ years,MORTGAGE,156083,Debt consolidation,0,37265,1068.54,0,546.4,1,0,0,1000266,79507,19000,71590,1
11000, 36 months,11.8,364.31,B,B4,3 years,RENT,42000,Credit card refinancing,0,11676,692.57,0,364.31,10,0,0,103781,70707,45200,47581,1
32000, 36 months,10.72,1043.41,B,B2,< 1 year,RENT,256000,Debt consolidation,2,64317,2058.23,0,1043.41,6,0,0,217792,148623,65600,130892,1
25000, 36 months,10.72,815.16,B,B2,10+ years,MORTGAGE,85000,Debt consolidation,2,19134,1540.99,0,815.16,9,0,0,163545,87116,27700,104445,1
35000, 60 months,17.97,888.2,D,D1,1 year,MORTGAGE,128000,Home improvement,1,7894,1723.99,0,888.2,5,0,0,598483,153742,14800,155789,1
9100, 36 months,15.02,315.55,C,C3,7 years,MORTGAGE,30000,Debt consolidation,0,7754,627.31,0,315.55,5,0,0,62143,35433,14300,34043,1
32000, 60 months,10.33,685.12,B,B1,< 1 year,MORTGAGE,275000,Debt consolidation,2,28152,1342.69,0,685.12,6,0,0,470860,54151,74100,38873,1
12625, 36 months,23.4,491.35,E,E1,< 1 year,MORTGAGE,50000,Debt consolidation,0,23017,958.08,0,491.35,2,0,0,335200,44153,39500,24000,1
7000, 36 months,14.47,240.85,C,C2,6 years,OWN,100000,Credit card refinancing,1,18253,623.26,0,240.85,2,0,0,403685,105148,25500,89585,1
6000, 36 months,8.19,188.55,A,A4,10+ years,RENT,42000,Debt consolidation,0,6774,373,0,188.55,1,0,0,70907,18966,44100,25807,1
3500, 36 months,16.91,124.63,C,C5,10+ years,RENT,63823,Debt consolidation,1,7930,244.33,0,124.63,2,0,0,15300,12766,10300,5000,1
30000, 36 months,11.31,986.58,B,B3,nan,MORTGAGE,0,Debt consolidation,1,27735,4944.88,0,986.58,4,0,0,246871,51077,30800,32621,1
18000, 36 months,12.98,606.32,B,B5,10+ years,MORTGAGE,300000,Home improvement,0,36535,1193.17,0,606.32,2,0,0,825456,48120,42100,34756,1
20000, 60 months,14.47,470.26,C,C2,6 years,RENT,80000,Credit card refinancing,0,20699,916.4,0,470.26,5,0,0,82661,44299,23600,51261,1
16000, 60 months,24.37,463.74,E,E2,7 years,RENT,47000,Debt consolidation,2,13355,894.99,0,463.74,8,0,0,83007,82775,8900,66007,1
10000, 36 months,23.4,389.19,E,E1,7 years,RENT,145000,Other,0,22982,758.88,0,389.19,12,0,0,75832,43770,32300,27232,1
12000, 36 months,8.19,377.09,A,A4,7 years,RENT,60000,Credit card refinancing,0,6658,722.03,0,353.13,2,0,0,48034,30394,16700,29634,1
5950, 36 months,11.31,195.68,B,B3,10+ years,MORTGAGE,49500,Credit card refinancing,0,18376,410.75,0,195.68,1,0,0,125662,39431,17700,25962,1
20000, 60 months,15.02,476.01,C,C3,2 years,MORTGAGE,300000,Debt consolidation,0,189259,926.99,0,476.01,5,0,0,807934,202387,149100,38199,1
20000, 36 months,14.47,688.13,C,C2,4 years,MORTGAGE,30000,Debt consolidation,0,6065,1352.14,0,688.13,4,0,0,38113,22694,3800,28813,1
10000, 36 months,10.72,326.07,B,B2,3 years,RENT,40000,Debt consolidation,0,12095,643.21,0,326.07,8,0,0,82149,35123,26300,47349,1
3000, 36 months,20.89,112.86,D,D4,10+ years,RENT,42000,Other,0,6493,220.5,0,112.86,5,0,0,19300,6493,4500,0,1
35000, 60 months,8.19,712.87,A,A4,< 1 year,OWN,224000,Debt consolidation,0,29899,1401.85,0,712.87,3,0,0,363383,48893,43100,42083,1
20000, 60 months,16.14,487.86,C,C4,2 years,RENT,53432,Debt consolidation,0,48707,948.82,0,487.86,3,0,0,198010,59484,52400,12000,1
10000, 36 months,7.02,308.87,A,A2,< 1 year,RENT,84000,Home buying,0,1053,611.89,0,308.87,1,0,0,58516,35572,2500,48016,1
5000, 36 months,6.46,153.16,A,A1,< 1 year,OWN,73000,Credit card refinancing,0,6010,303.63,0,153.16,3,0,0,14200,6010,6000,0,1
10000, 36 months,10.72,326.07,B,B2,2 years,MORTGAGE,70000,Home improvement,0,6461,643.21,0,326.07,4,0,0,165033,55144,4400,81933,1
11000, 36 months,16.91,391.69,C,C5,1 year,RENT,50000,Credit card refinancing,1,19006,767.88,0,391.69,2,0,0,52265,27344,22500,14102,1
5000, 36 months,13.56,169.83,C,C1,< 1 year,RENT,39000,Debt consolidation,0,1227,334.01,0,169.83,10,0,0,110629,105001,4000,105729,1
2800, 36 months,20.89,105.34,D,D4,nan,OWN,76000,Vacation,0,2341,205.81,0,105.34,6,0,0,320476,20641,13700,21877,1
3000, 36 months,7.56,93.41,A,A3,4 years,MORTGAGE,58000,Other,0,11619,284.93,0,93.41,3,0,0,197660,36116,21000,33100,1
3200, 36 months,8.19,100.56,A,A4,8 years,MORTGAGE,54000,Other,1,705,198.94,0,100.56,4,0,0,187174,36809,0,45719,1
36000, 60 months,11.8,797.17,B,B4,2 years,OWN,59796,Vacation,0,1031,1558.94,0,797.17,1,0,0,23000,1031,23000,0,1
28000, 36 months,6.46,857.67,A,A1,5 years,MORTGAGE,150000,Credit card refinancing,1,23452,1710.32,0,857.67,4,0,0,381411,60447,160900,54241,1
12000, 36 months,13.56,407.58,C,C1,2 years,RENT,65000,Credit card refinancing,0,22105,801.6,0,407.58,1,0,0,90221,81185,21400,67721,1
15000, 60 months,11.8,332.16,B,B4,10+ years,MORTGAGE,60000,Debt consolidation,0,22329,649.57,0,332.16,4,0,0,260869,32846,25400,24111,1
20000, 60 months,13.56,460.82,C,C1,10+ years,MORTGAGE,100100,Credit card refinancing,2,24925,899.04,0,460.82,9,0,0,414849,105839,38700,105674,1
15000, 36 months,7.56,467.01,A,A3,10+ years,MORTGAGE,56400,Home improvement,1,36121,943.47,0,467.01,2,0,0,130961,60339,54500,50461,1
1500, 36 months,8.19,47.14,A,A4,10+ years,RENT,65000,Credit card refinancing,0,1028,93.26,0,47.14,3,0,0,40963,25525,1300,38463,1
8000, 36 months,16.91,284.87,C,C5,10+ years,RENT,40000,Debt consolidation,2,10183,558.47,0,284.87,8,0,0,47700,23322,15900,15500,1
30000, 60 months,13.56,691.23,C,C1,< 1 year,RENT,90000,Business,0,6715,1348.56,0,691.23,1,0,0,44097,11891,19700,24397,1
19000, 60 months,17.97,482.17,D,D1,5 years,MORTGAGE,75000,Debt consolidation,0,10628,935.89,0,482.17,9,0,0,287578,100777,23300,89228,1
5000, 36 months,11.8,165.6,B,B4,2 years,OWN,25857,Debt consolidation,0,5109,326.28,0,165.6,0,0,0,8000,5109,8000,0,1
3500, 36 months,16.91,124.63,C,C5,nan,RENT,10236,Major purchase,0,804,137.79,0,142.72,3,0,0,3000,804,3000,0,1
10000, 60 months,8.19,203.68,A,A4,nan,ANY,28000,Credit card refinancing,1,10352,400.54,0,203.68,4,0,0,63800,10352,43400,0,1
15000, 36 months,18.94,549.39,D,D2,5 years,RENT,90000,Debt consolidation,0,11956,1083,0,549.39,8,0,0,69528,49754,9200,47828,1
6000, 36 months,16.14,211.36,C,C4,10+ years,RENT,90000,Home improvement,1,14590,414.65,0,211.36,3,0,0,70059,34094,31600,32659,1
29600, 60 months,11.8,655.45,B,B4,< 1 year,RENT,98700,Credit card refinancing,1,8321,1281.79,0,655.45,1,0,0,346969,75114,149300,100392,1
5000, 36 months,12.98,168.43,B,B5,3 years,MORTGAGE,110000,Other,0,28438,331.45,0,168.43,0,0,0,433836,158516,300,182536,1
5000, 36 months,20.89,188.1,D,D4,6 years,MORTGAGE,45000,Debt consolidation,0,11747,367.5,0,188.1,11,0,0,290324,11747,9000,0,1
30000, 36 months,8.81,951.35,A,A5,10+ years,OWN,120000,Debt consolidation,2,24030,1880.68,0,951.35,7,0,0,390711,59727,46600,44711,1
5000, 36 months,13.56,169.83,C,C1,nan,RENT,51000,Vacation,3,702,5022.6,0,5028.25,6,0,0,50397,38480,1000,44797,1
6000, 36 months,13.56,203.79,C,C1,1 year,RENT,49000,Other,0,1030,400.8,0,203.79,1,0,0,4300,1030,3300,0,1
35000, 60 months,22.35,973.64,D,D5,10+ years,RENT,100000,Credit card refinancing,1,33004,1882.09,0,973.64,6,0,0,160712,89393,52300,97812,1
10000, 36 months,8.19,314.25,A,A4,10+ years,RENT,110000,Debt consolidation,1,22566,621.68,0,314.25,7,0,0,162234,57942,109300,44834,1
20000, 36 months,10.33,648.45,B,B1,10+ years,RENT,50000,Debt consolidation,0,9534,1279.68,0,648.45,0,0,0,51367,19702,14100,33467,1
10000, 60 months,20.89,269.92,D,D4,nan,MORTGAGE,35000,Debt consolidation,0,17966,522.43,0,269.92,3,0,0,194331,17966,18500,0,1
16000, 60 months,11.8,354.3,B,B4,10+ years,MORTGAGE,65000,Debt consolidation,0,16105,692.87,0,354.3,3,0,0,436890,16105,41300,0,1
10000, 36 months,18.94,366.26,D,D2,2 years,RENT,60000,Credit card refinancing,0,14234,716.74,0,366.26,4,0,0,43359,33155,10100,25159,1
15000, 60 months,11.31,328.47,B,B3,3 years,MORTGAGE,60000,Credit card refinancing,0,12016,642.8,0,328.47,6,0,0,307175,104572,13500,104734,1
35000, 60 months,16.14,853.74,C,C4,10+ years,MORTGAGE,150000,Debt consolidation,3,16471,1660.4,0,853.74,13,0,0,308393,75871,32200,68893,1
5000, 36 months,18.94,183.13,D,D2,10+ years,RENT,181000,Debt consolidation,3,5466,358.37,0,183.13,6,0,0,18809,5575,15400,0,1
12000, 36 months,10.72,391.28,B,B2,10+ years,RENT,181000,Other,1,14886,771.84,0,391.28,5,0,0,57146,38739,13800,35046,1
3000, 36 months,12.98,101.06,B,B5,nan,MORTGAGE,16000,Major purchase,0,4624,198.88,0,101.06,1,0,0,119326,23821,1000,28864,1
2500, 36 months,16.14,88.07,C,C4,nan,RENT,12156,Other,0,2719,157.09,0,88.07,5,0,0,7100,2719,3500,0,1
15000, 60 months,20.89,404.88,D,D4,6 years,MORTGAGE,75000,Debt consolidation,1,3218,783.65,0,404.88,5,0,0,302222,29394,2700,28126,1
20000, 36 months,6.46,612.62,A,A1,10+ years,MORTGAGE,50000,Credit card refinancing,0,29787,630.57,0,641.34,4,0,0,442387,68719,88100,52387,1
15000, 36 months,11.8,496.79,B,B4,4 years,OWN,170000,Debt consolidation,0,5320,978.83,0,496.79,5,0,0,82379,37357,38700,32246,1
15000, 36 months,16.91,534.12,C,C5,< 1 year,MORTGAGE,75000,Debt consolidation,0,16134,1047.1,0,534.12,1,0,0,20589,17946,18000,2589,1
13000, 60 months,19.92,343.85,D,D3,7 years,OWN,45000,Other,0,876,666.12,0,343.85,0,0,0,6300,876,6000,0,1
20000, 60 months,17.97,507.55,D,D1,3 years,MORTGAGE,165000,Debt consolidation,0,24994,985.15,0,507.55,6,0,0,702396,60598,19800,51391,1
17000, 60 months,12.98,386.63,B,B5,10+ years,MORTGAGE,135000,Debt consolidation,2,19725,754.87,0,386.63,8,0,0,806981,166011,10700,170630,1
20000, 36 months,14.47,688.13,C,C2,< 1 year,RENT,90000,Business,0,34108,1352.14,0,688.13,2,0,0,103657,76329,30500,57257,1
4800, 36 months,12.98,161.69,B,B5,nan,RENT,30000,Credit card refinancing,0,10514,318.19,0,161.69,12,0,0,36566,19256,8900,17966,1
10000, 60 months,10.72,216.04,B,B2,nan,OWN,35000,Debt consolidation,0,1236,423.15,0,216.04,4,0,0,218343,14848,11300,25000,1
11000, 36 months,18.94,402.89,D,D2,5 years,RENT,36000,Debt consolidation,1,15442,794.21,0,402.89,7,0,0,62110,23069,16600,25910,1
5000, 36 months,8.19,157.13,A,A4,6 years,RENT,49000,Debt consolidation,0,4875,310.85,0,157.13,0,0,0,51195,28120,6900,42795,1
28000, 60 months,18.94,725.42,D,D2,10+ years,MORTGAGE,105000,Debt consolidation,0,13487,1406.65,0,725.42,8,0,0,74413,37096,24100,39813,1
25000, 60 months,20.89,674.79,D,D4,5 years,RENT,85000,Credit card refinancing,1,19161,1306.06,0,674.79,5,0,0,116217,73098,23600,87617,1
10000, 36 months,14.47,344.07,C,C2,< 1 year,OWN,40000,Business,1,408,676.08,0,344.07,2,0,0,127300,408,1300,0,1
25000, 60 months,13.56,576.02,C,C1,nan,MORTGAGE,100000,Debt consolidation,0,1748,1123.79,0,576.02,3,0,0,509306,60522,5700,63844,1
8000, 36 months,7.56,249.08,A,A3,< 1 year,OWN,28800,Debt consolidation,0,4,8002.0832,0,8007.12,5,0,0,30309,18715,2900,20109,1
8000, 36 months,7.02,247.09,A,A2,8 years,RENT,52000,Credit card refinancing,0,7831,489.5,0,247.09,2,0,0,98394,36081,56200,38294,1
25000, 60 months,13.56,576.02,C,C1,1 year,RENT,65000,Credit card refinancing,1,15189,1123.79,0,576.02,3,0,0,49435,22603,37400,10035,1
4000, 36 months,18.94,146.51,D,D2,2 years,MORTGAGE,175000,Credit card refinancing,1,68403,4116.580126,0,4122.89,6,0,0,413050,111226,102200,48000,1
10000, 36 months,7.56,311.34,A,A3,10+ years,MORTGAGE,130000,Other,0,35245,616.38,0,311.34,7,0,0,507582,130733,86700,123482,1
20000, 36 months,14.47,688.13,C,C2,9 years,MORTGAGE,100000,Debt consolidation,0,19995,1400.38,0,688.13,4,0,0,546393,84744,60200,109662,1
19000, 36 months,16.91,676.56,C,C5,3 years,MORTGAGE,55000,Debt consolidation,0,6820,1326.35,0,676.56,1,0,0,114000,14513,5600,35000,1
12000, 36 months,7.56,373.61,A,A3,2 years,RENT,75000,Debt consolidation,1,5110,739.66,0,373.61,6,0,0,105211,68768,34600,70611,1
20000, 36 months,18.94,732.52,D,D2,10+ years,RENT,58000,Other,0,1094,1433.47,0,732.52,6,0,0,94447,83974,2300,91647,1
20000, 60 months,8.19,407.35,A,A4,10+ years,MORTGAGE,112000,Debt consolidation,0,11313,801.05,0,407.35,5,0,0,214970,63601,18100,67751,1
40000, 36 months,25.34,1597.6,E,E3,nan,MORTGAGE,0,Debt consolidation,0,57423,3307.82,0,1597.6,0,0,0,58900,57423,48400,0,1
28800, 60 months,20.89,777.36,D,D4,nan,MORTGAGE,0,Debt consolidation,0,0,1504.58,0,777.36,5,0,0,371499,166043,4000,159703,1
3000, 36 months,8.81,95.14,A,A5,8 years,OWN,38000,Home improvement,1,11790,188.08,0,95.14,3,0,0,172760,19339,22100,29683,1
10000, 36 months,6.46,306.31,A,A1,5 years,MORTGAGE,80000,Credit card refinancing,0,14218,594.68,0,306.31,5,0,0,201041,74713,29700,71141,1
28000, 36 months,7.02,864.82,A,A2,< 1 year,MORTGAGE,275000,Credit card refinancing,0,30252,1713.26,0,864.82,5,0,0,235843,68578,126600,103543,1
16000, 36 months,7.02,494.18,A,A2,10+ years,MORTGAGE,125000,Home improvement,0,0,979,0,494.18,3,0,0,400136,30301,3200,51436,1
40000, 60 months,16.14,975.71,C,C4,10+ years,MORTGAGE,80000,Debt consolidation,0,18841,1897.62,0,975.71,4,0,0,260188,59784,30400,94457,1
2400, 36 months,8.19,75.42,A,A4,1 year,RENT,45000,Credit card refinancing,0,13903,149.2,0,75.42,5,0,0,145544,110485,31300,84844,1
32000, 36 months,11.8,1059.81,B,B4,nan,MORTGAGE,370000,Debt consolidation,2,30969,2088.15,0,1059.81,3,0,0,363682,128434,29500,172582,1
15000, 36 months,12.98,505.27,B,B5,nan,OWN,138000,Car financing,0,2683,994.32,0,505.27,2,0,0,36832,23978,0,21832,1
14000, 36 months,7.56,435.88,A,A3,1 year,RENT,100000,Debt consolidation,0,10208,2161.95,0,1170.77,4,0,0,20600,10208,15000,0,1
15000, 36 months,8.19,471.37,A,A4,10+ years,MORTGAGE,185000,Medical expenses,0,16063,932.5,0,471.37,5,0,0,469545,36765,62000,20000,1
20000, 60 months,22.35,556.37,D,D5,3 years,OWN,61000,Debt consolidation,1,16280,1075.49,0,556.37,8,0,0,117741,90175,33500,73641,1
10000, 36 months,8.19,314.25,A,A4,1 year,RENT,27500,Debt consolidation,1,10587,617.12,0,314.25,8,0,0,41872,21640,18800,13572,1
35000, 60 months,11.31,766.41,B,B3,10+ years,RENT,72000,Debt consolidation,0,33512,1411.87,0,766.41,7,0,0,144011,62735,63300,58711,1
40000, 60 months,15.02,952.02,C,C3,10+ years,MORTGAGE,205000,Home improvement,1,5825,1820.6,0,952.02,16,0,0,441016,78134,23100,69697,1
19000, 36 months,16.14,669.3,C,C4,5 years,RENT,65000,Debt consolidation,0,6420,1313.04,0,669.3,2,0,0,30205,20370,5800,20305,1
20000, 60 months,24.37,579.67,E,E2,< 1 year,MORTGAGE,100000,Home improvement,1,5023,1091.65,0,579.67,6,0,0,331651,16118,9200,13951,1
22000, 36 months,23.4,856.21,E,E1,nan,MORTGAGE,15000,Credit card refinancing,2,9343,1640.92,0,856.21,7,0,0,165116,23591,16000,18729,1
30000, 36 months,6.46,918.93,A,A1,< 1 year,OWN,110000,Credit card refinancing,0,29909,1848.63,0,918.93,1,0,0,71594,58320,30500,33394,1
37000, 60 months,8.19,753.6,A,A4,6 years,MORTGAGE,150000,Debt consolidation,0,38494,1415.53,0,687.18,6,0,0,552219,70300,64800,41919,1
13000, 36 months,15.02,450.78,C,C3,4 years,RENT,52000,Credit card refinancing,0,13022,874.44,0,450.78,2,0,0,80881,73631,15100,65781,1
5000, 36 months,17.97,180.69,D,D1,2 years,RENT,23000,Credit card refinancing,0,4933,348.9,0,180.69,3,0,0,25522,22541,4990,20532,1
8000, 36 months,11.31,263.09,B,B3,7 years,MORTGAGE,90000,Credit card refinancing,1,32846,518.64,0,263.09,10,0,0,156330,46244,59100,30330,1
10000, 36 months,24.37,394.28,E,E2,10+ years,MORTGAGE,206000,Other,0,27487,754.71,0,394.28,5,0,0,117984,82445,26700,78984,1
20000, 36 months,7.56,622.68,A,A3,10+ years,MORTGAGE,65000,Debt consolidation,0,23286,1232.76,0,622.68,2,0,0,327840,53534,46000,38640,1
12000, 36 months,11.8,397.43,B,B4,< 1 year,RENT,78000,Credit card refinancing,0,9185,783.06,0,397.43,8,0,0,121464,119805,7200,108364,1
36000, 60 months,16.14,878.14,C,C4,10+ years,RENT,66000,Other,0,3558,1675.58,0,878.14,4,0,0,44132,20211,17600,25632,1
7500, 36 months,16.91,267.06,C,C5,< 1 year,MORTGAGE,210000,Other,1,4933,516.51,0,267.06,5,0,0,30477,22911,5900,23077,1
25000, 60 months,16.14,609.82,C,C4,10+ years,OWN,160000,Debt consolidation,3,2284,733.12,0,766.74,3,0,0,189408,60642,5500,83908,1
40000, 36 months,8.19,1256.97,A,A4,10+ years,MORTGAGE,140000,Debt consolidation,1,47432,2486.64,0,1256.97,0,0,0,530641,81600,65600,86631,1
12000, 36 months,8.19,377.09,A,A4,nan,OWN,45000,Debt consolidation,1,10811,740.53,0,377.09,5,0,0,66252,33296,24100,31652,1
12000, 60 months,14.47,282.16,C,C2,1 year,MORTGAGE,52000,Debt consolidation,0,15457,545.03,0,282.16,6,0,0,184972,160735,19600,150616,1
30000, 60 months,12.98,682.29,B,B5,nan,RENT,15000,Home improvement,0,2259,736.38,0,768.83,5,0,0,41114,13996,10500,29814,1
17000, 36 months,11.31,559.06,B,B3,3 years,ANY,45000,Debt consolidation,0,17808,1102.1,0,559.06,4,0,0,63953,50116,17100,35853,1
9000, 36 months,13.56,305.68,C,C1,10+ years,RENT,51000,Credit card refinancing,0,11680,601.19,0,305.68,3,0,0,62236,36667,26800,32336,1
25000, 36 months,23.4,972.97,E,E1,1 year,MORTGAGE,101000,Debt consolidation,0,77682,1897.19,0,972.97,3,0,0,462500,94055,103900,31800,1
36000, 60 months,8.19,733.23,A,A4,< 1 year,MORTGAGE,79992,Major purchase,0,1298,1441.89,0,733.23,0,0,0,59575,8827,29900,26575,1
14000, 36 months,6.46,428.84,A,A1,1 year,RENT,65000,Credit card refinancing,0,9128,852.66,0,428.84,1,0,0,22600,9128,21800,0,1
1000, 36 months,25.34,39.94,E,E3,10+ years,MORTGAGE,45996,Other,2,7720,1000.956733,0,1004.48,2,0,0,169632,8031,7200,849,1
12150, 60 months,11.8,269.05,B,B4,3 years,RENT,50000,Credit card refinancing,0,15346,510.23,0,269.05,5,0,0,61114,36690,19300,39514,1
40000, 60 months,12.98,909.72,B,B5,10+ years,RENT,113000,Debt consolidation,0,13749,1776.17,0,909.72,5,0,0,50000,13749,35700,0,1
40000, 36 months,6.46,1225.24,A,A1,10+ years,MORTGAGE,96000,Debt consolidation,0,37830,2371.53,0,1225.24,7,0,0,393475,63023,55300,44175,1
39000, 36 months,6.46,1194.61,A,A1,5 years,MORTGAGE,100000,Debt consolidation,0,40042,2368.22,0,1194.61,5,0,0,421353,59346,27300,34000,1
10000, 36 months,13.56,339.65,C,C1,10+ years,MORTGAGE,60000,Home buying,1,14116,10105.21389,0,10124.04,3,0,0,299478,52050,27000,49553,1
32000, 60 months,22.35,890.19,D,D5,9 years,MORTGAGE,88000,Debt consolidation,1,24533,1681.05,0,890.19,2,0,0,514865,81805,48000,81365,1
40000, 60 months,13.56,921.64,C,C1,10+ years,MORTGAGE,60000,Debt consolidation,1,43808,1767.95,0,921.64,5,0,0,443237,144299,37300,152789,1
