,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,title,inq_last_6mths,revol_bal,total_pymnt,total_rec_late_fee,last_pymnt_amnt,acc_open_past_24mths,delinq_amnt,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,total_il_high_credit_limit,loan_condition
197858,35000, 36 months,10.47,1137.1,B,B2,2 years,RENT,158000.0,Debt consolidation,2.0,5850,0.0,0.0,0.0,7.0,0.0,0.0,70131.0,7631.0,60500.0,2131.0,2131.0,0
197914,14000, 36 months,15.02,485.46,C,C3,10+ years,MORTGAGE,64000.0,Credit card refinancing,0.0,9918,2415.62,0.0,485.46,13.0,0.0,0.0,210300.0,23461.0,13400.0,15000.0,15000.0,0
197943,20000, 36 months,10.47,649.77,B,B2,7 years,RENT,76000.0,Home improvement,0.0,4773,1305.36,0.0,649.77,13.0,0.0,0.0,182594.0,113718.0,46300.0,120094.0,120094.0,0
197945,6250, 36 months,7.21,193.59,A,A3,nan,RENT,18411.0,Credit card refinancing,0.0,4886,384.68,0.0,193.59,2.0,0.0,0.0,53374.0,19946.0,16500.0,22474.0,22474.0,0
197968,24000, 36 months,11.55,792.0,B,B4,nan,MORTGAGE,80000.0,Credit card refinancing,1.0,54100,2360.6,0.0,792.0,2.0,0.0,0.0,290741.0,54100.0,67800.0,0.0,0.0,0
198028,20000, 36 months,12.73,671.29,B,B5,< 1 year,RENT,130000.0,Major purchase,2.0,14407,1999.73,0.0,671.29,0.0,0.0,0.0,64807.0,25099.0,35400.0,29158.0,29158.0,0
198044,12250, 60 months,27.27,376.04,E,E5,2 years,RENT,35000.0,Debt consolidation,1.0,9001,873.52,18.8,100.0,2.0,0.0,0.0,34871.0,25313.0,9043.0,21128.0,21128.0,0
198101,18000, 36 months,10.47,584.79,B,B2,4 years,RENT,120000.0,Debt consolidation,1.0,18920,2929.19,0.0,584.79,9.0,0.0,0.0,70376.0,46015.0,28000.0,34876.0,34876.0,0
198107,30000, 36 months,10.47,974.65,B,B2,10+ years,MORTGAGE,160000.0,Home buying,1.0,40253,25972.2,0.0,5.0,9.0,0.0,0.0,575511.0,129990.0,129900.0,104108.0,104108.0,0
198156,30000, 60 months,18.94,777.23,D,D2,10+ years,RENT,124000.0,Debt consolidation,0.0,28717,3187.84,0.0,777.23,4.0,0.0,0.0,80205.0,50884.0,33100.0,43705.0,43705.0,0
198167,35000, 60 months,12.73,791.53,B,B5,< 1 year,MORTGAGE,65000.0,Credit card refinancing,1.0,39358,3240.38,0.0,791.53,9.0,0.0,0.0,277191.0,81546.0,77000.0,51691.0,51691.0,0
198249,32000, 36 months,6.67,983.25,A,A2,5 years,MORTGAGE,52000.0,Debt consolidation,0.0,36814,2955.68,0.0,983.25,7.0,0.0,0.0,228600.0,36814.0,101900.0,0.0,0.0,0
198286,10000, 60 months,20.89,269.92,D,D4,2 years,RENT,30400.0,Credit card refinancing,2.0,3825,1337.99,0.0,269.92,4.0,0.0,0.0,7500.0,3825.0,7500.0,0.0,0.0,0
198293,12800, 60 months,27.27,392.93,E,E5,3 years,RENT,28000.0,Debt consolidation,1.0,2668,164.15,0.0,100.0,12.0,0.0,0.0,57810.0,47003.0,1300.0,49410.0,49410.0,0
198308,10000, 60 months,30.75,328.16,F,F5,9 years,RENT,35000.0,Other,0.0,13669,311.08,0.0,328.16,3.0,0.0,0.0,25200.0,13669.0,18300.0,0.0,0.0,0
198483,28000, 36 months,23.4,1089.72,E,E1,2 years,RENT,200000.0,Debt consolidation,2.0,38597,4322.48,0.0,1089.72,3.0,0.0,0.0,84756.0,95764.0,48300.0,36456.0,36456.0,0
198548,35000, 36 months,18.94,1281.9,D,D2,< 1 year,RENT,65000.0,Debt consolidation,0.0,23847,6493.38,0.0,1281.9,8.0,0.0,0.0,77046.0,61845.0,24400.0,41646.0,41646.0,0
198651,40000, 60 months,10.47,859.17,B,B2,10+ years,MORTGAGE,208000.0,Debt consolidation,2.0,30020,4362.06,0.0,859.17,4.0,0.0,0.0,700701.0,252445.0,41300.0,237973.0,237973.0,0
198681,5000, 36 months,17.97,180.69,D,D1,3 years,RENT,38000.0,Debt consolidation,0.0,19836,0.0,0.0,0.0,3.0,0.0,0.0,39534.0,26679.0,21300.0,10000.0,10000.0,0
198697,1500, 36 months,10.47,48.74,B,B2,4 years,RENT,51000.0,Medical expenses,0.0,11741,193.22,0.0,48.74,3.0,0.0,0.0,113511.0,104580.0,21100.0,91011.0,91011.0,0
198726,10000, 36 months,8.46,315.5,A,A5,10+ years,OWN,54000.0,Debt consolidation,0.0,15630,0.0,0.0,0.0,0.0,0.0,0.0,442823.0,17376.0,39800.0,0.0,0.0,0
198782,7500, 36 months,14.47,258.05,C,C2,1 year,OWN,20000.0,Debt consolidation,0.0,5678,1295.47,0.0,258.05,4.0,0.0,0.0,20955.0,13941.0,3200.0,12755.0,12755.0,0
198829,14000, 60 months,15.02,333.21,C,C3,10+ years,OWN,52000.0,Debt consolidation,0.0,4550,1642.69,0.0,333.21,3.0,0.0,0.0,62209.0,39260.0,11500.0,42909.0,42909.0,0
198858,10000, 36 months,16.14,352.27,C,C4,4 years,MORTGAGE,150000.0,Credit card refinancing,0.0,42857,1038.88,0.0,352.27,5.0,0.0,0.0,608451.0,135188.0,86200.0,110078.0,110078.0,0
198875,35000, 36 months,11.55,1155.0,B,B4,3 years,RENT,82000.0,Credit card refinancing,0.0,10007,3420.08,0.0,1155.0,5.0,0.0,0.0,49866.0,26225.0,31200.0,18666.0,18666.0,0
198908,25000, 36 months,27.27,1024.26,E,E5,2 years,MORTGAGE,68750.0,Home improvement,1.0,25046,0.0,0.0,0.0,1.0,0.0,0.0,59599.0,31412.0,30300.0,19099.0,19099.0,0
198909,18000, 60 months,22.35,500.73,D,D5,10+ years,MORTGAGE,90000.0,Debt consolidation,0.0,14817,2458.95,0.0,500.73,11.0,0.0,0.0,122634.0,66121.0,26100.0,71134.0,71134.0,0
198920,7000, 36 months,18.94,256.38,D,D2,nan,RENT,104000.0,Other,0.0,19032,241.65,0.0,256.38,1.0,0.0,0.0,76245.0,41533.0,13300.0,35000.0,35000.0,0
198943,8500, 36 months,11.55,280.5,B,B4,5 years,RENT,50000.0,Debt consolidation,0.0,6372,1421.59,30.0,295.5,3.0,0.0,0.0,43358.0,26470.0,9100.0,31458.0,31458.0,0
199000,3000, 36 months,11.55,99.0,B,B4,3 years,RENT,82000.0,Vacation,0.0,7878,491.15,0.0,99.0,4.0,0.0,0.0,74687.0,51048.0,14900.0,57987.0,57987.0,0
199177,6400, 36 months,14.47,220.21,C,C2,2 years,MORTGAGE,33000.0,Debt consolidation,1.0,763,895.12,0.0,220.21,4.0,0.0,0.0,170428.0,41990.0,2800.0,44546.0,44546.0,0
199239,30000, 60 months,18.94,777.23,D,D2,10+ years,RENT,125000.0,Debt consolidation,1.0,53620,3823.02,0.0,777.23,3.0,0.0,0.0,159017.0,118192.0,61600.0,97117.0,97117.0,0
199253,35000, 60 months,11.55,770.63,B,B4,4 years,MORTGAGE,35000.0,Debt consolidation,0.0,266,1496.34,0.0,770.63,4.0,0.0,0.0,209430.0,21950.0,2000.0,36247.0,36247.0,0
199260,10000, 36 months,11.55,330.0,B,B4,4 years,RENT,46000.0,Credit card refinancing,0.0,3786,983.58,0.0,330.0,3.0,0.0,0.0,24256.0,18689.0,6800.0,16956.0,16956.0,0
199277,4000, 36 months,16.14,140.91,C,C4,nan,RENT,34000.0,Debt consolidation,1.0,9003,556.47,0.0,140.91,9.0,0.0,0.0,34871.0,20449.0,11400.0,12571.0,12571.0,0
199289,6000, 36 months,16.91,213.65,C,C5,10+ years,RENT,160000.0,Debt consolidation,1.0,6589,1086.08,15.0,213.65,5.0,0.0,0.0,68350.0,47300.0,17000.0,48950.0,48950.0,0
199298,23000, 36 months,11.55,759.0,B,B4,6 years,MORTGAGE,79000.0,Debt consolidation,0.0,7395,3785.9,0.0,845.83,3.0,0.0,0.0,184799.0,18912.0,0.0,27978.0,27978.0,0
199317,20000, 36 months,19.92,742.46,D,D3,1 year,RENT,65000.0,Debt consolidation,0.0,6448,2205.25,0.0,742.46,4.0,0.0,0.0,40734.0,20592.0,8400.0,27334.0,27334.0,0
199326,15000, 36 months,18.94,549.39,D,D2,10+ years,RENT,53000.0,Debt consolidation,0.0,5196,1616.6,0.0,549.39,8.0,0.0,0.0,54965.0,39598.0,6000.0,38065.0,38065.0,0
199335,8000, 36 months,15.02,277.41,C,C3,4 years,OWN,76152.0,Credit card refinancing,0.0,5921,1096.29,0.0,277.41,5.0,0.0,0.0,82696.0,66884.0,5500.0,74196.0,74196.0,0
199417,14000, 36 months,10.47,454.84,B,B2,6 years,MORTGAGE,49920.0,Debt consolidation,1.0,5605,2257.91,0.0,454.84,2.0,0.0,0.0,85451.0,12539.0,5800.0,13238.0,13238.0,0
199444,9500, 36 months,11.06,311.29,B,B3,nan,OWN,16500.0,Credit card refinancing,0.0,6066,1521.43,0.0,311.29,3.0,0.0,0.0,27300.0,6066.0,23300.0,0.0,0.0,0
199457,4800, 36 months,19.92,178.19,D,D3,1 year,RENT,100000.0,Debt consolidation,0.0,8738,0.0,0.0,0.0,7.0,0.0,0.0,82549.0,54041.0,8400.0,71449.0,71449.0,0
199583,22000, 60 months,12.73,497.54,B,B5,10+ years,RENT,55000.0,Debt consolidation,1.0,11009,963.96,0.0,497.54,1.0,0.0,0.0,29800.0,11009.0,19800.0,0.0,0.0,0
199591,1600, 36 months,24.37,63.09,E,E2,< 1 year,RENT,28000.0,Debt consolidation,0.0,662,121.85,0.0,63.09,3.0,0.0,0.0,2600.0,662.0,2000.0,0.0,0.0,0
199623,20000, 60 months,29.69,643.27,F,F2,10+ years,MORTGAGE,285075.0,Other,0.0,67,1973.83,32.16,110.0,1.0,0.0,0.0,2000.0,67.0,2000.0,0.0,0.0,0
199636,12000, 60 months,25.34,354.62,E,E3,nan,RENT,25000.0,Debt consolidation,0.0,9422,1384.69,0.0,354.62,5.0,0.0,0.0,33100.0,13265.0,18500.0,4500.0,4500.0,0
199656,15000, 60 months,18.94,388.62,D,D2,2 years,RENT,40000.0,Credit card refinancing,0.0,6016,1522.91,0.0,388.62,6.0,0.0,0.0,52200.0,24197.0,18700.0,25500.0,25500.0,0
199710,16000, 60 months,30.79,525.45,G,G1,< 1 year,MORTGAGE,180000.0,Home improvement,2.0,207078,1521.61,0.0,525.45,1.0,0.0,0.0,1466842.0,255301.0,61200.0,78642.0,78642.0,0
199718,25000, 60 months,12.73,565.38,B,B5,3 years,OWN,90000.0,Debt consolidation,0.0,11889,1219.17,0.0,565.38,4.0,0.0,0.0,17400.0,11889.0,16200.0,0.0,0.0,0
199747,15000, 36 months,16.14,528.4,C,C4,4 years,RENT,53000.0,Other,0.0,20055,2615.1,0.0,528.4,4.0,0.0,0.0,40459.0,23461.0,7900.0,14759.0,14759.0,0
199790,4400, 36 months,19.92,163.35,D,D3,4 years,MORTGAGE,68500.0,Debt consolidation,1.0,6988,679.44,15.0,163.35,8.0,0.0,0.0,161044.0,40289.0,800.0,50782.0,50782.0,0
199845,12000, 36 months,18.94,439.51,D,D2,6 years,RENT,60000.0,Debt consolidation,1.0,28883,2172.3,0.0,439.51,3.0,0.0,0.0,89943.0,32328.0,75700.0,12000.0,12000.0,0
199925,3400, 36 months,29.69,143.76,F,F2,< 1 year,RENT,29000.0,Major purchase,3.0,2411,171.8,0.0,183.02,5.0,0.0,0.0,68517.0,26870.0,25300.0,37217.0,37217.0,0
199928,15000, 36 months,10.08,484.58,B,B1,nan,MORTGAGE,130000.0,Debt consolidation,0.0,30718,1436.94,0.0,484.58,6.0,0.0,0.0,400185.0,37602.0,35900.0,20000.0,20000.0,0
199985,25000, 36 months,24.37,985.69,E,E2,1 year,RENT,68000.0,Debt consolidation,0.0,26325,3908.91,0.0,985.69,1.0,0.0,0.0,138530.0,87957.0,79000.0,58230.0,58230.0,0
199988,40000, 36 months,6.11,1218.88,A,A1,3 years,MORTGAGE,89000.0,Credit card refinancing,0.0,34411,4848.36,0.0,1218.88,9.0,0.0,0.0,333450.0,56873.0,74200.0,26250.0,26250.0,0
200016,35000, 60 months,30.79,1149.42,G,G1,10+ years,MORTGAGE,149000.0,Home improvement,1.0,4678,3328.52,0.0,1149.42,7.0,0.0,0.0,449869.0,127050.0,9000.0,135069.0,135069.0,0
200018,35000, 60 months,25.34,1034.29,E,E3,10+ years,RENT,25000.0,Debt consolidation,2.0,23932,1970.04,0.0,1034.29,1.0,0.0,0.0,52405.0,32656.0,21000.0,20505.0,20505.0,0
200019,12000, 36 months,23.4,467.03,E,E1,10+ years,RENT,80000.0,Debt consolidation,0.0,19175,1369.89,0.0,467.03,2.0,0.0,0.0,62970.0,44113.0,20900.0,42070.0,42070.0,0
200051,9000, 36 months,22.35,345.35,D,D5,9 years,RENT,68233.1,Credit card refinancing,0.0,366,1359.05,0.0,345.35,5.0,0.0,0.0,205615.0,6735.0,3500.0,8365.0,8365.0,0
200061,3000, 36 months,22.35,115.12,D,D5,nan,MORTGAGE,47500.0,Home improvement,0.0,2771,337.91,0.0,115.12,9.0,0.0,0.0,293860.0,9905.0,3000.0,8000.0,8000.0,0
200110,28000, 36 months,12.73,939.8,B,B5,6 years,MORTGAGE,185000.0,Home improvement,3.0,15726,1859.8,0.0,939.8,12.0,0.0,0.0,703435.0,166152.0,24000.0,158366.0,158366.0,0
200122,12000, 36 months,10.47,389.86,B,B2,< 1 year,MORTGAGE,60000.0,Credit card refinancing,0.0,19703,1579.56,0.0,389.86,5.0,0.0,0.0,55400.0,19703.0,55400.0,0.0,0.0,0
200130,10000, 60 months,16.91,248.05,C,C5,5 years,OWN,43857.0,Credit card refinancing,0.0,7781,1437.36,15.0,248.05,3.0,0.0,0.0,201195.0,18127.0,8500.0,21401.0,21401.0,0
200177,10000, 36 months,17.97,361.38,D,D1,8 years,MORTGAGE,50000.0,Credit card refinancing,0.0,5864,359.48,18.07,379.45,6.0,0.0,0.0,329878.0,159869.0,9100.0,164880.0,164880.0,0
200183,25000, 60 months,30.65,818.85,F,F4,1 year,RENT,87000.0,Debt consolidation,0.0,31706,1552.56,0.0,818.85,3.0,0.0,0.0,130399.0,81614.0,70000.0,60399.0,60399.0,0
200346,11975, 60 months,28.72,378.08,F,F1,5 years,RENT,58000.0,Other,1.0,12723,1852.19,0.0,378.08,1.0,0.0,0.0,25950.0,19299.0,10750.0,10300.0,10300.0,0
200369,11200, 60 months,27.27,343.81,E,E5,1 year,RENT,65000.0,Credit card refinancing,0.0,1396,1846.75,34.38,361.0,1.0,0.0,0.0,198870.0,210086.0,1800.0,197070.0,197070.0,0
200417,25000, 60 months,19.92,661.24,D,D3,10+ years,MORTGAGE,65000.0,Debt consolidation,0.0,11898,1928.39,0.0,661.24,6.0,0.0,0.0,239694.0,44275.0,16300.0,57179.0,57179.0,0
200430,20500, 36 months,20.89,771.19,D,D4,< 1 year,RENT,54000.0,Other,1.0,255,3220.85,38.56,954.86,4.0,0.0,0.0,6800.0,255.0,1500.0,0.0,0.0,0
200480,20000, 60 months,16.91,496.09,C,C5,9 years,MORTGAGE,57000.0,Debt consolidation,1.0,17822,1946.78,0.0,496.09,6.0,0.0,0.0,209992.0,31158.0,24900.0,17000.0,17000.0,0
200488,5500, 36 months,17.97,198.76,D,D1,7 years,MORTGAGE,52000.0,Medical expenses,1.0,14240,982.82,0.0,198.76,10.0,0.0,0.0,221165.0,51803.0,22500.0,43080.0,43080.0,0
200534,25000, 60 months,10.08,532.17,B,B1,10+ years,MORTGAGE,95000.0,Debt consolidation,0.0,3238,2716.85,0.0,532.17,1.0,0.0,0.0,210194.0,17226.0,3500.0,35449.0,35449.0,0
200546,13125, 36 months,13.56,445.79,C,C1,10+ years,RENT,31200.0,Credit card refinancing,0.0,8804,426.01,0.0,445.79,2.0,0.0,0.0,23900.0,12992.0,8000.0,8000.0,8000.0,0
200552,17000, 36 months,22.35,652.32,D,D5,4 years,RENT,30900.0,Debt consolidation,0.0,13584,0.0,0.0,0.0,7.0,0.0,0.0,61900.0,26487.0,30600.0,22000.0,22000.0,0
200580,11000, 60 months,18.94,284.99,D,D2,5 years,RENT,55000.0,Debt consolidation,1.0,4883,1471.26,0.0,284.99,7.0,0.0,0.0,49158.0,31758.0,4900.0,39758.0,39758.0,0
200665,6000, 36 months,17.97,216.83,D,D1,nan,RENT,35736.0,Debt consolidation,0.0,2786,421.68,0.0,216.83,3.0,0.0,0.0,42785.0,33141.0,2500.0,37785.0,37785.0,0
200672,4000, 36 months,29.69,169.13,F,F2,2 years,RENT,98348.0,Major purchase,1.0,345,543.68,0.0,169.13,2.0,0.0,0.0,133964.0,151481.0,800.0,132164.0,132164.0,0
200740,30000, 60 months,13.56,691.23,C,C1,nan,OWN,160000.0,Home improvement,0.0,27265,3410.95,0.0,691.23,5.0,0.0,0.0,176016.0,136895.0,23500.0,134516.0,134516.0,0
200778,3800, 36 months,23.4,147.9,E,E1,nan,MORTGAGE,44100.0,Debt consolidation,2.0,12863,138.02,0.0,147.9,2.0,0.0,0.0,68000.0,40064.0,4500.0,30500.0,30500.0,0
200796,35000, 36 months,16.14,1232.92,C,C4,< 1 year,RENT,115000.0,Other,1.0,4663,3667.38,0.0,1232.92,3.0,0.0,0.0,44670.0,38929.0,8800.0,35870.0,35870.0,0
200826,40000, 60 months,12.73,904.61,B,B5,10+ years,OWN,170000.0,Debt consolidation,0.0,6259,0.0,0.0,0.0,2.0,0.0,0.0,49100.0,36227.0,14100.0,35000.0,35000.0,0
201072,20000, 60 months,25.34,591.02,E,E3,nan,RENT,25000.0,Home buying,0.0,3859,1125.73,0.0,591.02,2.0,0.0,0.0,20571.0,15902.0,6500.0,13071.0,13071.0,0
201106,4500, 36 months,11.06,147.46,B,B3,2 years,MORTGAGE,140000.0,Debt consolidation,1.0,37686,289.39,0.0,147.46,3.0,0.0,0.0,582500.0,45271.0,51900.0,16500.0,16500.0,0
201222,8000, 36 months,11.55,264.0,B,B4,1 year,RENT,41600.0,Debt consolidation,0.0,0,811.73,30.0,279.0,3.0,0.0,0.0,18386.0,12409.0,0.0,17586.0,17586.0,0
201226,30000, 36 months,15.02,1040.26,C,C3,10+ years,MORTGAGE,145000.0,Home buying,0.0,1401,990.19,0.0,1040.26,5.0,0.0,0.0,212877.0,48729.0,26000.0,50000.0,50000.0,0
201246,35000, 36 months,25.34,1397.9,E,E3,2 years,OWN,35000.0,Debt consolidation,0.0,8070,2746.53,0.0,1397.9,7.0,0.0,0.0,128504.0,104661.0,4600.0,118604.0,118604.0,0
201302,15000, 36 months,11.55,495.0,B,B4,5 years,MORTGAGE,85000.0,Debt consolidation,2.0,29384,499.82,0.0,519.07,3.0,0.0,0.0,219524.0,185747.0,49900.0,138724.0,138724.0,0
201339,21525, 60 months,27.27,660.76,E,E5,6 years,MORTGAGE,32000.0,Debt consolidation,0.0,20467,1256.3,0.0,660.76,1.0,0.0,0.0,92405.0,28138.0,16800.0,15350.0,15350.0,0
201386,40000, 60 months,16.91,992.17,C,C5,4 years,MORTGAGE,70000.0,Debt consolidation,1.0,7521,3893.52,0.0,992.17,6.0,0.0,0.0,254855.0,58449.0,24300.0,69040.0,69040.0,0
201551,17925, 60 months,22.35,498.65,D,D5,7 years,MORTGAGE,200000.0,Debt consolidation,0.0,9424,1972.34,0.0,498.65,7.0,0.0,0.0,202806.0,155214.0,13200.0,155598.0,155598.0,0
201608,32000, 36 months,7.21,991.15,A,A3,5 years,RENT,125000.0,Debt consolidation,1.0,2272,0.0,0.0,0.0,3.0,0.0,0.0,74249.0,6001.0,44000.0,30249.0,30249.0,0
201651,12000, 36 months,6.67,368.72,A,A2,10+ years,MORTGAGE,69800.0,Debt consolidation,0.0,6326,1834.71,0.0,368.72,5.0,0.0,0.0,253310.0,34066.0,46900.0,43391.0,43391.0,0
201681,6850, 36 months,7.84,214.15,A,A4,< 1 year,MORTGAGE,41000.0,Debt consolidation,0.0,7409,639.47,0.0,214.15,4.0,0.0,0.0,248652.0,7409.0,8700.0,0.0,0.0,0
201723,24000, 60 months,20.89,647.8,D,D4,10+ years,MORTGAGE,120000.0,Debt consolidation,0.0,19482,3294.71,0.0,647.8,6.0,0.0,0.0,194430.0,72510.0,17500.0,77489.0,77489.0,0
201724,25000, 36 months,8.46,788.73,A,A5,nan,MORTGAGE,96000.0,Debt consolidation,2.0,10475,3931.9,0.0,788.73,5.0,0.0,0.0,343210.0,36187.0,47500.0,52010.0,52010.0,0
201819,35000, 60 months,13.56,806.43,C,C1,10+ years,MORTGAGE,95000.0,Debt consolidation,0.0,11875,4046.1,40.32,806.43,14.0,0.0,0.0,318522.0,63928.0,29600.0,56414.0,56414.0,0
201855,40000, 60 months,15.02,952.02,C,C3,10+ years,MORTGAGE,112000.0,Debt consolidation,0.0,5259,3774.7,0.0,952.02,7.0,0.0,0.0,119116.0,39926.0,2900.0,42448.0,42448.0,0
201878,9000, 36 months,19.92,334.11,D,D3,nan,RENT,17000.0,Debt consolidation,0.0,3254,1694.01,33.42,334.11,7.0,0.0,0.0,28050.0,5214.0,19700.0,2450.0,2450.0,0
201907,12000, 60 months,22.35,333.82,D,D5,4 years,RENT,56000.0,Debt consolidation,0.0,4816,704.89,0.0,333.82,11.0,0.0,0.0,93613.0,66508.0,14600.0,71213.0,71213.0,0
201937,28000, 36 months,14.47,963.38,C,C2,< 1 year,RENT,50000.0,Credit card refinancing,0.0,4213,3831.01,0.0,963.38,7.0,0.0,0.0,26410.0,20651.0,2800.0,18610.0,18610.0,0
201970,10400, 60 months,30.79,341.54,G,G1,< 1 year,RENT,70000.0,Debt consolidation,0.0,6418,305.96,0.0,341.54,6.0,0.0,0.0,66704.0,43220.0,4100.0,49204.0,49204.0,0
202023,10000, 60 months,14.47,235.13,C,C2,10+ years,MORTGAGE,119000.0,Credit card refinancing,0.0,858,1159.57,0.0,235.13,5.0,0.0,0.0,366136.0,24681.0,4900.0,33236.0,33236.0,0
202147,20000, 60 months,23.4,568.42,E,E1,10+ years,MORTGAGE,130000.0,Debt consolidation,0.0,44356,2816.1,0.0,568.42,5.0,0.0,0.0,345699.0,82019.0,6000.0,74699.0,74699.0,0
202160,5000, 36 months,12.73,167.83,B,B5,< 1 year,RENT,35000.0,Car financing,1.0,3765,328.59,0.0,167.83,3.0,0.0,0.0,130900.0,91041.0,12500.0,107100.0,107100.0,0
202170,6000, 36 months,18.94,219.76,D,D2,10+ years,MORTGAGE,73000.0,Other,0.0,17277,1866.41,0.0,219.76,3.0,0.0,0.0,367634.0,32368.0,31500.0,15000.0,15000.0,0
202192,15000, 60 months,12.73,339.23,B,B5,5 years,OWN,120000.0,Home improvement,0.0,12630,1702.5,16.96,695.42,3.0,0.0,0.0,286044.0,43091.0,24900.0,50544.0,50544.0,0
202222,15000, 60 months,24.37,434.75,E,E2,7 years,MORTGAGE,121000.0,Debt consolidation,1.0,10077,1263.63,0.0,434.75,4.0,0.0,0.0,243343.0,10077.0,34300.0,0.0,0.0,0
202285,13000, 60 months,26.31,391.62,E,E4,2 years,RENT,76800.0,Major purchase,0.0,24263,1904.35,0.0,0.0,2.0,0.0,0.0,85326.0,67997.0,37400.0,43726.0,43726.0,0
202317,10000, 36 months,22.35,383.72,D,D5,10+ years,RENT,62000.0,Debt consolidation,1.0,3787,1138.74,0.0,383.72,5.0,0.0,0.0,41220.0,29137.0,3400.0,34320.0,34320.0,0
202357,25000, 60 months,20.89,674.79,D,D4,7 years,RENT,68000.0,Debt consolidation,0.0,11697,3344.94,0.0,674.79,3.0,0.0,0.0,37318.0,30218.0,9000.0,24618.0,24618.0,0
202372,15000, 60 months,10.08,319.3,B,B1,< 1 year,MORTGAGE,160000.0,Medical expenses,0.0,0,1588.1,0.0,319.3,3.0,0.0,0.0,1464821.0,7681.0,25500.0,17968.0,17968.0,0
202380,10000, 36 months,12.73,335.65,B,B5,8 years,MORTGAGE,85000.0,Debt consolidation,1.0,7584,1720.69,0.0,335.65,9.0,0.0,0.0,314281.0,30449.0,3000.0,36622.0,36622.0,0
202407,28850, 60 months,30.79,947.45,G,G1,10+ years,MORTGAGE,67000.0,Debt consolidation,1.0,6038,4883.89,0.0,947.45,9.0,0.0,0.0,715801.0,51975.0,18100.0,55475.0,55475.0,0
202439,4225, 36 months,19.92,156.85,D,D3,< 1 year,MORTGAGE,52000.0,Debt consolidation,1.0,10697,779.57,0.0,156.85,2.0,0.0,0.0,222156.0,23412.0,14200.0,41606.0,41606.0,0
202492,20050, 60 months,15.02,477.2,C,C3,10+ years,MORTGAGE,111990.0,Credit card refinancing,2.0,30120,2458.14,0.0,477.2,11.0,0.0,0.0,592041.0,83316.0,64700.0,57441.0,57441.0,0
202602,6000, 36 months,17.97,216.83,D,D1,4 years,RENT,35500.0,Debt consolidation,0.0,496,1098.24,0.0,216.83,1.0,0.0,0.0,500.0,496.0,500.0,0.0,0.0,0
202608,31700, 36 months,22.35,1216.39,D,D5,10+ years,RENT,220000.0,Debt consolidation,4.0,24767,4786.84,0.0,1216.39,14.0,0.0,0.0,133091.0,110015.0,29000.0,99587.0,99587.0,0
202614,35000, 36 months,15.02,1213.63,C,C3,6 years,MORTGAGE,116500.0,Credit card refinancing,1.0,15243,6202.38,0.0,1213.63,3.0,0.0,0.0,516282.0,115375.0,16700.0,134649.0,134649.0,0
202635,12500, 60 months,28.72,394.65,F,F1,10+ years,RENT,82050.0,Business,0.0,21527,374.71,0.0,394.65,3.0,0.0,0.0,195402.0,215534.0,20100.0,168302.0,168302.0,0
202667,4000, 36 months,14.47,137.63,C,C2,10+ years,OWN,55000.0,Credit card refinancing,0.0,361,684.93,0.0,137.63,3.0,0.0,0.0,53832.0,11018.0,20600.0,31832.0,31832.0,0
202678,14575, 36 months,24.37,574.66,E,E2,nan,MORTGAGE,38400.0,Credit card refinancing,2.0,20718,2912.77,0.0,574.66,6.0,0.0,0.0,203271.0,32416.0,22100.0,18621.0,18621.0,0
202691,6000, 36 months,16.91,213.65,C,C5,4 years,OWN,39000.0,Home improvement,1.0,2701,421.66,0.0,213.65,9.0,0.0,0.0,34367.0,14837.0,17500.0,13167.0,13167.0,0
202724,7000, 36 months,20.89,263.34,D,D4,< 1 year,RENT,44000.0,Debt consolidation,0.0,8888,1308.58,0.0,263.34,5.0,0.0,0.0,26300.0,14017.0,8500.0,7000.0,7000.0,0
202738,18000, 60 months,10.47,386.63,B,B2,4 years,MORTGAGE,70720.0,Debt consolidation,1.0,14451,1536.05,0.0,386.63,1.0,0.0,0.0,263107.0,59262.0,4500.0,73450.0,73450.0,0
202759,4000, 36 months,24.37,157.71,E,E2,4 years,RENT,109000.0,Medical expenses,0.0,95,310.0,0.0,157.71,8.0,0.0,0.0,63985.0,40842.0,17700.0,40985.0,40985.0,0
202842,10000, 60 months,17.97,253.78,D,D1,3 years,MORTGAGE,69000.0,Car financing,1.0,5838,0.0,0.0,0.0,4.0,0.0,0.0,371575.0,401131.0,19100.0,294275.0,294275.0,0
202877,34500, 36 months,14.47,1187.02,C,C2,10+ years,MORTGAGE,70860.0,Debt consolidation,0.0,43527,6004.44,0.0,1187.02,4.0,0.0,0.0,152482.0,110650.0,56600.0,81682.0,81682.0,0
202884,30000, 36 months,6.11,914.16,A,A1,10+ years,MORTGAGE,75000.0,Debt consolidation,0.0,25609,2732.3,0.0,914.16,5.0,0.0,0.0,199292.0,47198.0,39600.0,25191.0,25191.0,0
202914,15225, 60 months,30.79,500.0,G,G1,4 years,OWN,102000.0,Debt consolidation,1.0,10538,473.96,0.0,500.0,9.0,0.0,0.0,157065.0,99154.0,20100.0,128665.0,128665.0,0
